referrer,expgender,exprace,compensation,age,sunkgroup,sunkDV,gainlossgroup,gainlossDV,exprace_baburao
23,2,6,1,23,2,4,1,2,6
23,2,6,1,23,2,9,1,2,6
23,2,6,1,19,2,9,2,1,6
23,2,6,1,19,1,6,2,2,6
23,2,6,1,20,2,7,2,1,6
23,2,6,1,25,1,8,2,,6
23,2,6,1,21,1,8,2,1,6
23,2,6,1,23,2,9,1,2,6
24,,,,32,2,9,1,2,
24,,,,26,2,9,1,1,
24,,,,28,1,9,2,2,
24,,,,32,1,6,1,2,
24,,,,22,2,9,2,2,
24,,,,22,2,9,2,2,
24,,,,24,2,9,1,2,
24,,,,37,1,7,1,2,
24,,,,27,1,5,2,2,
24,,,,23,2,9,1,2,
24,,,,25,1,9,1,1,
24,,,,29,1,9,1,2,
24,,,,33,2,9,2,2,
24,,,,25,2,8,2,2,
24,,,,21,1,5,2,2,
24,,,,22,2,8,2,2,
24,,,,24,1,6,2,1,
24,,,,23,2,9,2,1,
24,,,,22,2,9,2,2,
24,,,,26,2,9,1,2,
24,,,,22,2,9,2,2,
24,,,,23,1,9,1,2,
24,,,,27,2,9,2,1,
24,,,,17,2,9,1,1,
24,,,,22,1,7,1,2,
24,,,,21,2,9,2,,
24,,,,26,2,9,2,1,
24,,,,23,2,1,1,2,
24,,,,20,2,9,2,2,
24,,,,18,2,9,2,1,
24,,,,24,2,9,1,2,
24,,,,21,2,8,1,2,
24,,,,18,1,5,1,1,
24,,,,28,2,1,1,2,
24,,,,21,2,9,2,2,
24,,,,18,1,8,1,1,
24,,,,33,2,1,1,2,
24,,,,22,2,7,1,,
24,,,,36,2,9,2,1,
24,,,,23,2,5,2,2,
24,,,,26,1,7,1,2,
24,,,,33,2,3,1,2,
24,,,,34,1,9,1,2,
24,,,,20,2,9,1,2,
24,,,,21,1,9,1,2,
24,,,,26,2,9,2,1,
24,,,,23,1,7,1,2,
24,,,,22,1,9,1,2,
24,,,,23,1,9,1,2,
24,,,,28,1,5,2,1,
24,,,,22,2,9,1,2,
24,,,,34,2,9,2,1,
24,,,,36,2,8,1,1,
24,,,,21,1,9,2,1,
24,,,,23,1,7,1,2,
24,,,,23,1,9,2,2,
24,,,,23,2,7,2,1,
24,,,,23,1,8,1,2,
24,,,,20,2,8,2,2,
24,,,,31,2,9,1,2,
24,,,,20,2,9,2,2,
24,,,,49,2,8,2,2,
24,,,,20,2,3,2,2,
24,,,,43,1,9,1,1,
24,,,,35,1,2,2,1,
24,,,,27,1,9,2,2,
24,,,,66,2,1,2,1,
24,,,,33,2,9,1,1,
24,,,,27,2,9,1,2,
24,,,,37,1,6,1,1,
24,,,,38,2,9,1,2,
24,,,,28,2,9,2,1,
24,,,,27,1,9,1,2,
24,,,,26,2,7,2,2,
24,,,,22,2,9,1,2,
24,,,,50,1,9,2,1,
24,,,,29,1,5,1,2,
24,,,,100,2,9,1,2,
24,,,,31,2,7,2,2,
24,,,,29,1,3,2,1,
24,,,,25,1,9,2,1,
24,,,,24,2,9,1,1,
24,,,,25,1,7,2,1,
24,,,,24,2,9,1,2,
24,,,,23,2,9,2,1,
24,,,,25,2,9,1,2,
24,,,,34,2,3,2,1,
24,,,,19,1,7,2,2,
24,,,,40,1,9,2,2,
24,,,,33,1,9,1,2,
24,,,,22,2,9,1,2,
24,,,,30,2,9,2,2,
24,,,,20,1,9,1,2,
24,,,,30,1,9,2,1,
24,,,,33,2,7,1,2,
24,,,,38,1,9,2,1,
24,,,,26,2,9,1,2,
24,,,,19,1,9,1,2,
24,,,,30,2,,2,,
24,,,,22,2,7,1,2,
24,,,,24,1,7,2,1,
24,,,,27,2,9,1,2,
24,,,,26,2,9,2,1,
24,,,,42,2,9,1,1,
24,,,,31,1,8,1,1,
24,,,,32,2,9,1,2,
24,,,,27,1,9,2,1,
24,,,,25,2,7,1,1,
24,,,,16,2,7,2,1,
24,,,,28,1,9,1,2,
24,,,,30,1,8,1,2,
24,,,,20,2,7,2,1,
24,,,,25,2,9,1,1,
24,,,,21,2,6,1,2,
24,,,,26,2,7,1,2,
24,,,,25,1,8,2,2,
24,,,,26,2,8,1,1,
24,,,,29,2,9,2,2,
24,,,,26,1,9,1,2,
24,,,,21,1,7,2,2,
24,,,,33,1,1,1,2,
24,,,,30,1,5,1,1,
24,,,,25,1,9,1,,
24,,,,24,1,3,1,2,
24,,,,19,2,9,2,2,
24,,,,26,2,9,1,2,
24,,,,27,1,9,2,2,
24,,,,21,1,8,2,2,
24,,,,23,2,9,2,2,
24,,,,24,2,9,2,1,
24,,,,34,1,9,1,2,
24,,,,23,1,9,1,1,
24,,,,40,1,4,2,1,
24,,,,31,1,9,1,2,
24,,,,26,1,9,2,2,
24,,,,24,2,9,2,2,
24,,,,24,1,6,2,1,
24,,,,42,2,8,2,1,
24,,,,55,2,8,2,1,
24,,,,22,2,8,2,1,
24,,,,29,2,9,1,2,
24,,,,27,2,9,2,1,
24,,,,22,1,9,1,2,
24,,,,23,1,7,2,2,
24,,,,29,1,9,1,2,
24,,,,29,1,7,1,2,
24,,,,20,1,8,2,2,
24,,,,20,1,5,1,2,
24,,,,28,1,9,2,1,
24,,,,25,2,5,1,1,
24,,,,19,1,9,1,2,
24,,,,26,1,4,2,2,
24,,,,26,1,9,2,2,
24,,,,26,2,9,1,2,
24,,,,24,2,9,2,2,
24,,,,25,2,9,2,1,
24,,,,21,1,9,1,2,
24,,,,28,1,9,2,2,
24,,,,37,1,9,1,2,
24,,,,26,1,9,1,2,
24,,,,27,2,8,1,2,
24,,,,25,1,9,2,2,
24,,,,23,2,9,1,2,
24,,,,18,1,9,2,2,
24,,,,25,1,9,2,2,
24,,,,23,2,9,1,2,
24,,,,17,2,7,2,1,
24,,,,20,2,3,2,2,
24,,,,32,1,9,1,1,
25,2,6,1,18,1,9,1,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,1,9,2,1,6
25,2,6,1,18,1,9,2,2,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,2,9,2,1,6
25,2,6,1,19,1,6,2,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,1,7,1,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,1,9,1,1,6
25,2,6,1,18,2,9,1,1,6
25,2,6,1,18,1,9,2,2,6
25,2,6,1,18,1,9,2,2,6
25,2,6,1,18,1,5,2,1,6
25,1,6,1,19,2,5,1,1,6
25,1,6,1,18,2,9,2,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,2,9,2,1,6
25,2,6,1,19,1,9,1,1,6
25,1,10,1,18,2,9,1,1,10
25,1,6,1,19,2,9,1,2,6
25,1,6,1,18,1,9,1,1,6
25,2,2,1,19,1,6,2,1,2
25,2,6,1,20,1,6,1,1,6
25,2,6,1,18,2,9,2,2,6
25,2,10,1,19,1,9,1,1,10
25,1,10,1,18,2,9,1,2,10
25,1,6,1,18,1,9,2,1,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,18,2,9,2,1,6
25,1,6,1,20,1,7,2,1,6
25,1,10,1,18,2,9,2,2,10
25,2,6,1,19,1,9,1,2,6
25,2,6,1,18,2,5,1,2,6
25,2,6,1,19,2,9,1,2,6
25,2,6,1,18,2,8,1,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,2,9,2,1,6
25,2,6,1,20,1,9,1,2,6
25,2,6,1,18,2,6,1,2,6
25,2,6,1,19,2,9,1,1,6
25,2,6,1,19,1,9,1,1,6
25,2,6,1,18,1,9,2,1,6
25,2,6,1,19,1,9,1,1,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,2,9,2,2,6
25,2,6,1,19,2,7,1,2,6
25,2,6,1,18,2,9,2,2,6
25,2,8,1,17,2,9,2,1,8
25,1,6,1,18,2,9,2,1,6
25,2,6,1,19,1,8,2,1,6
25,1,6,1,18,2,9,2,2,6
25,2,6,1,20,1,9,2,1,6
25,2,6,1,20,2,9,2,1,6
25,2,6,1,18,1,8,1,2,6
25,2,6,1,18,1,6,2,1,6
25,2,6,1,19,1,7,1,1,6
25,2,6,1,19,1,7,2,1,6
25,2,6,1,18,1,9,1,2,6
25,2,8,1,18,2,9,2,2,8
25,2,6,1,18,2,9,2,1,6
25,2,6,1,20,2,7,2,2,6
25,2,6,1,19,1,8,2,1,6
25,2,6,1,18,2,9,2,1,6
25,2,6,1,18,2,8,2,1,6
25,2,6,1,19,2,6,2,2,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,19,1,7,2,1,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,17,1,2,1,2,6
25,2,6,1,18,2,9,2,1,6
25,2,6,1,19,1,7,2,2,6
25,2,10,1,18,1,9,1,2,10
25,2,6,1,18,2,9,1,2,6
25,2,8,1,17,2,9,2,2,8
25,1,6,1,17,2,9,2,2,6
25,2,6,1,19,2,9,1,2,6
25,2,6,1,18,2,8,1,1,6
25,2,6,1,19,1,1,1,1,6
25,2,6,1,19,2,9,1,2,6
25,2,6,1,19,2,4,1,1,6
25,2,8,1,19,2,9,2,1,8
25,2,6,1,18,1,1,2,1,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,20,2,7,2,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,19,1,9,1,2,6
25,2,6,1,20,2,8,2,1,6
25,2,6,1,19,2,9,2,1,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,2,9,2,1,6
25,2,6,1,20,2,9,1,1,6
25,2,6,1,20,1,7,1,2,6
25,2,6,1,18,1,9,2,1,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,19,2,9,1,1,6
25,2,6,1,18,2,9,2,1,6
25,2,6,1,18,2,9,2,2,6
25,2,6,1,19,2,9,1,2,6
25,2,6,1,21,2,9,1,1,6
25,2,6,1,19,2,9,1,2,6
25,2,6,1,18,2,8,1,2,6
25,2,6,1,19,2,9,2,2,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,18,1,9,2,2,6
25,2,6,1,18,2,7,2,1,6
25,2,6,1,20,1,9,2,1,6
25,2,6,1,18,2,9,2,2,6
25,2,6,1,19,1,9,1,2,6
25,2,6,1,19,1,6,2,1,6
25,2,6,1,20,1,8,1,2,6
25,2,6,1,18,1,9,2,2,6
25,2,6,1,19,1,9,2,1,6
25,2,6,1,19,2,9,1,1,6
25,2,6,1,18,1,9,2,1,6
25,2,6,1,19,2,9,2,2,6
25,2,6,1,19,2,7,1,2,6
25,2,6,1,19,1,2,1,1,6
25,2,6,1,18,1,9,1,1,6
25,2,6,1,22,1,9,1,1,6
25,2,6,1,18,2,9,2,2,6
25,2,6,1,19,2,9,1,2,6
25,2,6,1,18,1,9,1,1,6
25,2,6,1,22,1,4,1,2,6
25,2,6,1,20,1,7,2,1,6
25,2,6,1,18,1,9,2,1,6
25,2,10,1,18,1,9,2,1,10
25,2,10,1,19,2,6,2,1,10
25,2,10,1,19,2,9,1,2,10
25,2,10,1,19,1,9,2,1,10
25,2,10,1,18,1,9,1,2,10
25,2,10,1,18,2,9,2,1,10
25,2,10,1,18,2,9,1,1,10
25,2,6,1,17,1,9,1,2,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,18,1,7,1,1,6
25,2,6,1,19,2,8,1,1,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,19,1,9,2,1,6
25,2,6,1,18,1,8,2,1,6
25,2,6,1,18,2,9,1,1,6
25,1,6,1,18,1,9,2,1,6
25,1,6,1,18,1,9,1,2,6
25,2,6,1,18,2,9,2,2,6
25,2,6,1,20,1,9,1,2,6
25,2,6,1,19,1,1,2,1,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,2,9,2,2,6
25,2,6,1,18,2,9,1,1,6
25,2,6,1,19,1,2,1,2,6
25,2,6,1,18,1,9,2,1,6
25,2,6,1,20,2,9,1,2,6
25,2,6,1,18,1,9,2,2,6
25,2,6,1,18,2,9,2,2,6
25,2,6,1,18,1,8,1,2,6
25,2,6,1,19,1,9,1,2,6
25,2,5,1,17,1,9,1,2,5
25,2,6,1,17,1,9,1,2,6
25,2,6,1,18,1,9,2,1,6
25,2,6,1,18,2,8,2,2,6
25,2,6,1,18,2,7,1,1,6
25,2,6,1,19,1,9,1,1,6
25,2,6,1,20,1,9,1,2,6
25,2,6,1,20,1,7,1,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,1,8,1,2,6
25,2,6,1,19,2,3,1,1,6
25,2,6,1,19,1,9,1,2,6
25,2,6,1,18,1,6,2,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,19,1,8,1,2,6
25,2,5,1,18,2,9,2,1,5
25,2,6,1,18,2,7,1,1,6
25,1,6,1,19,1,7,1,1,6
25,2,6,1,18,2,9,2,2,6
25,2,6,1,18,1,9,1,2,6
25,2,6,1,18,2,9,1,2,6
25,2,6,1,18,2,8,2,,6
25,2,6,1,18,1,9,2,2,6
25,2,10,1,18,1,8,2,,10
25,2,10,1,18,2,9,1,1,10
25,2,6,1,19,1,9,1,1,6
26,2,6,3,43,2,9,1,2,6
26,2,6,3,30,1,3,2,2,6
26,2,6,3,19,1,9,1,2,6
26,2,6,1,20,2,9,1,1,6
26,2,6,1,21,2,9,2,2,6
26,2,6,1,21,1,1,2,2,6
26,2,6,1,31,2,9,1,2,6
26,2,5,1,41,1,7,1,2,5
26,1,6,1,19,2,8,2,1,6
26,2,6,1,23,2,9,2,2,6
26,2,6,1,21,2,9,2,1,6
26,2,6,1,20,1,7,2,1,6
26,2,6,1,21,1,7,1,1,6
26,2,6,1,20,2,5,2,1,6
26,2,6,1,22,2,7,2,1,6
26,2,10,1,30,2,9,2,1,10
26,2,10,1,24,2,9,1,2,10
26,2,10,1,18,2,9,1,1,10
26,2,10,1,18,2,5,1,2,10
26,2,10,1,45,1,1,1,2,10
26,2,10,1,42,2,1,1,1,10
26,2,10,1,18,2,9,1,2,10
26,2,10,1,36,2,1,2,1,10
26,2,10,1,20,1,7,1,2,10
26,2,8,1,25,2,8,1,2,8
26,2,8,1,21,2,7,1,1,8
26,2,6,1,19,2,9,2,1,6
26,2,6,1,24,1,9,2,1,6
26,2,6,1,27,1,9,1,2,6
26,2,6,1,26,1,9,1,2,6
26,2,6,1,26,2,4,2,2,6
26,2,6,1,21,1,9,1,1,6
26,2,6,1,20,1,7,2,1,6
26,2,6,1,30,2,8,2,2,6
26,2,6,1,31,2,9,1,2,6
26,2,6,1,50,1,9,2,2,6
26,2,6,1,19,1,6,1,2,6
26,2,6,1,18,2,9,1,1,6
26,2,6,1,18,2,3,1,1,6
26,2,6,1,18,2,9,1,1,6
26,2,6,1,19,2,5,1,1,6
26,2,8,1,21,1,8,1,2,8
26,2,8,1,23,2,9,2,2,8
26,2,8,1,18,1,7,2,2,8
26,2,8,1,34,1,9,2,1,8
26,2,6,1,23,1,6,1,2,6
26,2,6,1,20,1,1,1,1,6
26,2,6,1,26,1,4,1,2,6
26,2,6,1,35,2,9,1,1,6
26,2,6,1,28,2,8,2,1,6
26,2,6,1,38,2,9,2,1,6
26,2,6,1,29,1,9,2,1,6
26,2,6,1,20,2,9,2,2,6
26,2,10,1,18,2,6,1,2,10
26,2,10,1,20,2,9,1,2,10
26,2,10,1,52,2,9,2,2,10
26,2,10,1,18,1,7,2,1,10
26,2,10,1,20,1,5,1,1,10
26,2,10,1,20,1,9,2,2,10
26,2,8,1,24,1,7,2,2,8
26,2,6,1,19,2,9,2,1,6
26,2,6,1,22,1,6,1,2,6
26,2,6,1,21,1,7,2,1,6
26,2,6,1,40,1,9,1,1,6
26,2,6,1,19,1,7,2,2,6
26,2,6,1,21,2,9,2,1,6
26,2,6,1,20,2,6,2,,6
26,2,10,1,18,1,9,2,1,10
26,2,10,1,18,1,6,1,2,10
26,2,10,1,20,1,8,1,2,10
26,2,8,1,21,1,4,1,1,8
26,2,8,1,23,2,9,1,1,8
26,2,8,1,19,2,9,2,1,8
26,2,10,1,27,1,9,1,1,10
26,2,10,1,22,2,9,2,1,10
26,2,10,1,18,2,9,1,1,10
26,2,9,1,28,1,5,2,1,9
26,2,8,1,19,2,9,2,1,8
26,2,6,1,22,2,9,1,2,6
26,2,6,1,21,2,9,2,1,6
26,2,6,1,18,2,9,1,2,6
26,2,6,1,45,2,1,1,2,6
26,2,6,1,21,1,4,1,1,6
26,2,6,1,18,1,9,1,2,6
26,2,6,1,22,2,1,1,2,6
26,2,6,1,46,1,4,2,1,6
26,2,6,1,18,1,5,1,2,6
27,,,,19,1,8,2,1,
27,,,,18,2,8,1,2,
27,,,,19,2,9,1,2,
27,,,,17,1,7,2,1,
27,,,,18,1,7,1,1,
27,,,,18,1,9,1,2,
27,,,,19,2,9,1,2,
27,,,,18,2,9,2,1,
27,,,,18,2,9,1,2,
27,,,,18,2,6,2,1,
27,,,,18,2,9,2,2,
27,,,,20,2,9,2,2,
27,,,,19,1,5,1,2,
27,,,,19,1,6,1,2,
27,,,,19,2,9,2,1,
27,,,,18,2,9,2,1,
27,,,,18,2,9,2,2,
27,,,,18,2,9,1,1,
27,,,,18,2,9,1,1,
27,,,,18,2,9,1,2,
27,,,,18,1,9,1,1,
27,,,,19,1,9,2,1,
27,,,,18,2,9,2,2,
27,,,,19,2,9,2,1,
27,,,,19,2,6,2,1,
27,,,,18,1,9,1,1,
27,,,,19,1,9,2,1,
27,,,,19,2,7,1,1,
27,,,,19,1,9,2,2,
27,,,,18,1,7,1,2,
27,,,,22,2,8,1,2,
27,,,,19,1,8,2,1,
27,,,,19,2,9,2,2,
27,,,,18,1,9,2,2,
27,,,,20,2,9,1,2,
27,,,,21,2,9,2,2,
27,,,,18,1,8,2,1,
27,,,,19,2,9,2,2,
27,,,,18,1,6,1,1,
27,,,,18,1,9,1,1,
27,,,,18,1,9,1,1,
27,,,,19,2,9,1,2,
27,,,,18,1,9,2,2,
27,,,,18,1,6,2,1,
27,,,,18,1,9,1,2,
27,,,,19,2,9,2,2,
27,,,,20,1,7,1,1,
27,,,,18,1,3,1,2,
27,,,,19,1,7,1,1,
27,,,,18,1,9,2,2,
27,,,,18,2,8,1,1,
27,,,,19,2,9,1,1,
27,,,,19,1,8,2,1,
27,,,,18,2,9,1,2,
27,,,,19,2,8,2,1,
27,,,,19,1,5,1,2,
27,,,,19,1,9,2,1,
27,,,,18,2,9,1,2,
27,,,,18,2,9,2,1,
27,,,,19,1,9,1,2,
27,,,,18,2,7,1,2,
27,,,,20,2,7,1,2,
27,,,,19,2,9,2,1,
27,,,,19,1,7,2,2,
27,,,,19,2,7,1,1,
27,,,,18,2,9,2,1,
27,,,,18,2,9,2,2,
27,,,,19,2,8,2,2,
27,,,,18,2,9,1,2,
27,,,,18,2,9,2,1,
27,,,,19,1,9,1,2,
27,,,,19,1,9,1,2,
27,,,,18,2,8,2,2,
27,,,,19,1,9,1,2,
27,,,,20,2,9,2,1,
27,,,,18,1,4,1,1,
27,,,,19,2,9,2,1,
27,,,,20,2,9,2,1,
27,,,,19,1,9,2,1,
27,,,,18,2,9,1,2,
27,,,,19,2,8,2,1,
27,,,,18,2,9,2,2,
27,,,,19,2,9,2,2,
27,,,,18,1,9,2,2,
27,,,,18,1,6,1,2,
27,,,,18,2,9,2,1,
27,,,,18,1,9,1,2,
27,,,,18,2,9,2,1,
27,,,,18,1,9,1,2,
27,,,,18,2,9,1,2,
27,,,,19,2,1,2,2,
27,,,,18,2,9,1,2,
27,,,,18,1,9,1,2,
27,,,,18,2,9,2,1,
27,,,,18,1,6,1,1,
27,,,,18,2,9,1,2,
27,,,,18,2,9,1,2,
27,,,,18,1,9,2,1,
27,,,,18,2,9,1,1,
27,,,,18,1,7,1,1,
27,,,,21,2,9,1,1,
27,,,,18,2,6,2,1,
27,,,,19,2,9,2,1,
27,,,,18,2,9,1,2,
27,,,,20,1,9,1,2,
27,,,,19,2,9,1,2,
27,,,,20,1,8,2,1,
27,,,,18,2,9,2,1,
27,,,,19,2,7,2,1,
27,,,,19,1,9,1,2,
27,,,,17,2,6,1,2,
27,,,,18,2,9,2,1,
27,,,,18,2,9,2,2,
27,,,,18,1,9,2,1,
27,,,,18,2,9,2,1,
27,,,,18,2,9,2,1,
27,,,,20,2,6,1,1,
27,,,,19,1,9,1,1,
27,,,,19,1,9,1,1,
27,,,,18,2,9,1,2,
27,,,,18,2,9,1,2,
27,,,,19,2,8,1,2,
27,,,,18,2,9,2,2,
27,,,,19,2,7,2,1,
27,,,,19,1,9,2,2,
27,,,,18,1,1,2,1,
27,,,,19,2,9,2,1,
27,,,,18,2,9,1,2,
27,,,,18,1,9,2,1,
27,,,,18,1,3,1,1,
27,,,,18,2,9,2,2,
27,,,,18,1,8,2,1,
27,,,,19,1,9,2,1,
27,,,,20,2,9,1,1,
27,,,,18,1,9,1,1,
27,,,,18,1,9,2,1,
27,,,,18,1,6,2,1,
27,,,,18,1,9,2,1,
27,,,,18,2,9,1,1,
27,,,,18,2,9,1,1,
27,,,,19,2,9,1,1,
27,,,,18,2,9,2,2,
27,,,,19,2,9,2,1,
27,,,,18,1,7,2,1,
27,,,,18,2,9,2,2,
27,,,,18,2,8,2,1,
27,,,,18,2,9,1,2,
27,,,,18,1,9,2,1,
27,,,,18,2,9,1,1,
27,,,,18,1,9,2,1,
27,,,,18,1,9,1,2,
27,,,,18,2,6,2,1,
27,,,,20,2,9,2,1,
27,,,,18,1,9,2,2,
27,,,,19,1,9,1,1,
27,,,,19,2,9,2,2,
27,,,,18,1,9,2,1,
27,,,,18,2,9,1,1,
27,,,,20,2,9,2,1,
27,,,,18,2,9,2,1,
27,,,,18,2,9,2,1,
27,,,,19,1,9,2,2,
27,,,,19,2,9,2,1,
27,,,,19,2,9,1,2,
27,,,,18,2,8,2,1,
27,,,,19,2,9,1,1,
27,,,,17,2,9,1,1,
27,,,,18,2,8,1,1,
27,,,,18,2,8,1,1,
27,,,,18,2,9,2,2,
27,,,,19,2,9,1,2,
27,,,,18,1,9,1,1,
27,,,,18,2,9,2,2,
27,,,,18,1,9,1,2,
27,,,,18,2,9,2,1,
27,,,,18,1,9,1,2,
27,,,,18,2,9,1,1,
27,,,,18,1,9,1,2,
27,,,,18,1,9,1,1,
27,,,,18,1,9,2,2,
27,,,,18,2,9,1,2,
27,,,,19,1,7,1,1,
27,,,,18,2,9,2,1,
27,,,,21,1,9,1,1,
27,,,,18,1,9,2,1,
27,,,,18,1,7,2,2,
27,,,,19,1,1,1,2,
27,,,,18,1,9,2,1,
27,,,,18,1,9,2,1,
27,,,,19,1,9,2,1,
27,,,,19,1,8,1,2,
27,,,,19,1,9,2,1,
27,,,,18,1,3,1,2,
27,,,,18,1,5,1,2,
27,,,,20,1,9,2,1,
27,,,,19,1,9,2,1,
27,,,,20,1,9,2,1,
27,,,,18,2,9,2,1,
27,,,,19,1,9,2,,
27,,,,18,2,7,1,2,
27,,,,18,2,9,1,2,
27,,,,19,2,7,1,2,
27,,,,19,2,9,2,2,
27,,,,18,2,9,2,1,
27,,,,19,2,7,2,2,
27,,,,19,2,9,2,1,
27,,,,18,1,9,1,2,
27,,,,19,2,8,1,2,
27,,,,18,2,9,1,2,
27,,,,18,1,9,1,2,
27,,,,20,2,1,2,1,
27,,,,19,2,9,1,1,
27,,,,18,2,6,1,2,
27,,,,19,1,8,1,1,
27,,,,18,2,9,1,2,
27,,,,18,2,6,2,2,
27,,,,18,2,9,1,1,
27,,,,19,2,9,1,1,
27,,,,19,1,9,1,1,
27,,,,19,2,9,1,2,
27,,,,18,1,9,2,2,
27,,,,19,2,9,2,2,
27,,,,21,2,9,2,2,
27,,,,19,2,9,2,1,
27,,,,18,2,9,2,2,
28,2,6,1,19,2,9,1,2,6
28,2,6,1,23,1,2,1,2,6
28,2,6,1,28,1,8,1,2,6
28,2,6,1,18,1,9,2,2,6
28,2,6,1,21,1,9,2,2,6
28,2,6,1,18,1,7,2,2,6
28,2,6,1,20,2,9,1,2,6
28,2,6,1,18,1,8,2,1,6
28,2,6,1,22,2,8,2,1,6
28,2,6,1,18,1,9,2,2,6
28,2,6,1,18,2,9,2,1,6
28,2,6,1,18,1,1,2,1,6
28,2,6,1,18,1,6,2,1,6
28,2,6,1,21,1,9,2,2,6
28,2,6,1,19,1,8,1,2,6
28,2,6,1,18,2,8,2,2,6
28,2,6,1,22,2,8,1,1,6
28,2,6,1,19,2,9,2,1,6
28,2,6,1,18,1,7,1,2,6
28,2,6,1,,1,9,1,1,6
28,2,6,1,18,1,9,1,2,6
28,2,6,1,21,1,6,2,1,6
28,2,6,1,18,1,8,2,2,6
28,2,6,1,18,1,8,2,1,6
28,2,6,1,19,2,9,1,2,6
28,2,6,1,20,2,9,2,1,6
28,2,6,1,18,2,9,1,2,6
28,2,6,1,24,1,9,1,2,6
28,2,6,1,18,2,9,1,2,6
28,2,6,1,18,2,9,1,2,6
28,2,6,1,20,1,9,1,2,6
28,2,6,1,20,1,9,2,2,6
28,2,6,1,20,2,6,1,2,6
28,2,6,1,25,1,9,1,2,6
28,2,6,1,19,1,7,2,1,6
28,1,6,1,19,2,9,1,1,6
28,2,6,1,18,2,8,2,1,6
28,2,6,1,18,2,7,1,2,6
28,2,6,1,19,1,9,2,1,6
28,2,6,1,18,1,9,2,2,6
28,2,6,1,24,1,9,2,1,6
28,2,6,1,21,1,8,2,1,6
28,2,6,1,21,2,9,1,2,6
28,2,6,1,17,1,9,2,1,6
28,2,6,1,19,1,9,2,1,6
28,2,6,1,20,2,9,2,2,6
28,2,6,1,21,1,6,2,2,6
28,2,6,1,19,2,9,2,1,6
28,2,6,1,18,2,8,2,1,6
28,2,6,1,27,2,9,1,2,6
28,2,6,1,21,1,8,1,2,6
28,2,6,1,18,2,9,1,2,6
28,2,6,1,18,1,8,2,2,6
28,2,6,1,24,2,9,1,2,6
28,2,6,1,19,2,9,2,1,6
28,2,6,1,18,2,9,2,1,6
28,2,6,1,20,2,9,2,2,6
28,2,6,1,18,2,8,2,1,6
28,2,6,1,48,1,9,2,1,6
28,2,6,1,19,2,9,1,1,6
28,2,6,1,28,1,1,1,2,6
28,2,6,1,19,2,9,2,2,6
28,2,6,1,19,1,8,2,1,6
28,2,6,1,18,2,7,2,1,6
28,2,6,1,20,2,9,2,1,6
28,2,6,1,20,2,8,1,1,6
28,2,6,1,18,1,9,2,2,6
28,2,6,1,18,1,8,1,2,6
28,2,6,1,18,1,7,1,2,6
28,2,6,1,21,2,8,2,1,6
28,2,6,1,23,2,9,2,2,6
28,2,6,1,20,1,1,1,1,6
28,2,6,1,21,2,9,2,1,6
28,2,6,1,19,1,9,2,1,6
28,2,6,1,19,1,8,1,2,6
28,2,6,1,21,2,6,2,2,6
28,2,6,1,18,1,9,2,1,6
28,2,6,1,18,1,9,1,2,6
28,2,6,1,18,1,9,1,2,6
28,2,6,1,22,2,9,1,2,6
29,2,6,1,19,1,9,1,2,6
29,2,6,1,18,1,9,2,1,6
29,2,6,1,19,1,9,2,1,6
29,2,6,1,18,1,7,1,2,6
29,2,6,1,19,1,9,1,1,6
29,2,6,1,22,2,9,2,2,6
29,2,10,1,19,1,9,1,2,10
29,2,6,1,18,1,9,2,1,6
29,2,6,1,19,2,9,1,2,6
29,2,6,1,18,1,9,1,2,6
29,2,6,1,19,1,9,2,2,6
29,2,6,1,19,1,3,2,1,6
29,2,6,1,20,2,9,1,2,6
29,2,6,1,18,1,9,2,1,6
29,2,6,1,18,2,9,1,2,6
29,2,6,1,18,1,9,1,2,6
29,2,6,1,18,1,9,1,1,6
29,2,6,1,18,1,9,1,2,6
29,2,6,1,18,2,9,2,1,6
29,2,6,1,18,1,6,1,2,6
